legacy_url,route,language,type,draft_id,ordered_content,reference_fields
https://www.msm.digital/people/torsten-oppermann/,/people/torsten-oppermann,en,person,drafts.df25f389-08c2-45e6-b913-f2ff3b84f482,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/people/timo-studt/,/people/timo-studt,en,person,drafts.030e6a35-ddf8-4137-8fd3-d110275efd9a,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/people/nathalia-t/,/people/nathalia-t,en,person,drafts.person-msm-nathalia-t-en,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/people/tobias-schn/,/people/tobias-schn,en,person,drafts.person-msm-tobias-schn-en,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/people/nils-kedeinis/,/people/nils-kedeinis,en,person,drafts.a5401374-ff0c-4e94-bb7a-089dd12d3077,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/people/lennart-scheel/,/people/lennart-scheel,en,person,drafts.74be7b58-1ecf-4afd-ab53-ccfb0eb28bf7,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/people/sven-weber/,/people/sven-weber,en,person,drafts.a7c4c92d-a8f1-4e90-81a7-fefb76042767,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/people/kirsten-huecker/,/people/kirsten-huecker,en,person,drafts.33322587-929c-4f87-b518-929da6dc465c,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/people/nikolas-angerstein/,/people/nikolas-angerstein,en,person,drafts.80527299-04d7-4ad7-a6fa-4058bed693c6,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/people/maic-ungermann/,/people/maic-ungermann,en,person,drafts.7c4e0b8a-3169-46fa-9746-f7a41f78b7c9,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/de/people/markus-oeller/,/de/people/markus-oeller,de,person,drafts.person-msm-markus-oeller-de,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/de/people/torsten-oppermann/,/de/people/torsten-oppermann,de,person,drafts.person-msm-torsten-oppermann-de,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/de/people/timo-studt/,/de/people/timo-studt,de,person,drafts.person-msm-timo-studt-de,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/de/people/tobias-schn/,/de/people/tobias-schn,de,person,drafts.person-msm-tobias-schn-de,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/de/people/nathalia-t/,/de/people/nathalia-t,de,person,drafts.person-msm-nathalia-t-de,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/de/people/lennart-scheel/,/de/people/lennart-scheel,de,person,drafts.person-msm-lennart-scheel-de,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/de/people/nils-kedeinis/,/de/people/nils-kedeinis,de,person,drafts.person-msm-nils-kedeinis-de,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/de/people/kirsten-huecker/,/de/people/kirsten-huecker,de,person,drafts.person-msm-kirsten-huecker-de,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/de/people/maic-ungermann/,/de/people/maic-ungermann,de,person,drafts.person-msm-maic-ungermann-de,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/de/people/sven-weber/,/de/people/sven-weber,de,person,drafts.person-msm-sven-weber-de,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/de/people/nikolas-angerstein/,/de/people/nikolas-angerstein,de,person,drafts.person-msm-nikolas-angerstein-de,Profile header → MSM quote → I do → Ask me → Biography → Selected case gallery,{}
https://www.msm.digital/service/social-media/,/services/social-media,en,page,drafts.page-msm-service-social-media-en,servicesHeroWithBadge [hero] → contentSection [1f2f208c2530a5a4] → intertitleCTA [03380db6023133be] → casesGalleryFiltered [cases-143],"{""services"": [{""_type"": ""reference"", ""_ref"": ""c14eb875-b2d1-4e6e-9a92-60cdc249e30b"", ""_key"": ""fa1633963e41e197""}]}"
https://www.msm.digital/service/pr/,/services/pr,en,page,drafts.page-msm-service-pr-en,servicesHeroWithBadge [hero] → contentSection [927840d5415dc7e7] → intertitleCTA [0cc87e98d728f711] → casesGalleryFiltered [cases-154],"{""services"": [{""_type"": ""reference"", ""_ref"": ""service-msm-pr-en"", ""_weak"": true, ""_strengthenOnPublish"": {""type"": ""services""}, ""_key"": ""6aee070235f9df80""}]}"
https://www.msm.digital/service/influencer-marketing/,/services/influencer-marketing,en,page,drafts.page-msm-service-influencer-marketing-en,servicesHeroWithBadge [hero] → contentSection [e868d57ecebd2fb7] → intertitleCTA [59ad261e519fe6be] → casesGalleryFiltered [cases-164],"{""services"": [{""_type"": ""reference"", ""_ref"": ""f172b651-99a4-4471-94c6-1ac402a109eb"", ""_key"": ""0d35c3d7d8c6a2df""}]}"
https://www.msm.digital/service/pos-marketing/,/services/pos-marketing,en,page,drafts.page-msm-service-pos-marketing-en,servicesHeroWithBadge [hero] → contentSection [8d0c4b8e299b0206] → intertitleCTA [3bf1447fc73cef3c] → casesGalleryFiltered [cases-174],"{""services"": [{""_type"": ""reference"", ""_ref"": ""ccb58dec-5ce3-4d6d-bdc5-549e42be254b"", ""_key"": ""b7165e9345deb7d2""}]}"
https://www.msm.digital/service/review-platform/,/services/review-platform,en,page,drafts.page-msm-service-review-platform-en,servicesHeroWithBadge [hero] → contentSection [19004d33311c1ddd] → intertitleCTA [ccc2eca2d81fb83d] → casesGalleryFiltered [cases-185],"{""services"": [{""_type"": ""reference"", ""_ref"": ""390b907a-714e-4c06-a733-845c155580ca"", ""_key"": ""667cc23770f61b02""}]}"
https://www.msm.digital/service/augmented-and-virtual-reality/,/services/augmented-and-virtual-reality,en,page,drafts.page-msm-service-augmented-and-virtual-reality-en,servicesHeroWithBadge [hero] → contentSection [838af6f798e606b4] → intertitleCTA [2b1884e501d8ce76] → casesGalleryFiltered [cases-194],"{""services"": [{""_type"": ""reference"", ""_ref"": ""e0a5b3ac-34a8-4498-8db0-b81dddd0f7fa"", ""_key"": ""dd331c0a83a6d8fd""}]}"
https://www.msm.digital/service/couplar/,/services/couplar,en,page,drafts.page-msm-service-couplar-en,servicesHeroWithBadge [hero] → contentSection [47e08a3e3cc6793d] → intertitleCTA [5bc6bcf868df1fba] → casesGalleryFiltered [cases-202],"{""services"": [{""_type"": ""reference"", ""_ref"": ""service-msm-couplar-en"", ""_weak"": true, ""_strengthenOnPublish"": {""type"": ""services""}, ""_key"": ""6c4d55dc3264c363""}]}"
https://www.msm.digital/service/ar-link/,/services/ar-link,en,page,drafts.page-msm-service-ar-link-en,servicesHeroWithBadge [hero] → contentSection [56ca5a465040cd5c] → intertitleCTA [fde953ca1cc84f1d] → casesGalleryFiltered [cases-212],"{""services"": [{""_type"": ""reference"", ""_ref"": ""service-msm-ar-link-en"", ""_weak"": true, ""_strengthenOnPublish"": {""type"": ""services""}, ""_key"": ""4f91108963205488""}]}"
